Outlet_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Item_Visibility,Item_Frequency,Item_Type,Item_Identifier_Type,Outlet_Status,Calorie_Count_per_givenwt
0,-0.6593064097864136,4,0,2,0.103918113,1,13,1,0,36.86
2,1.7609118715715701,3,1,0,0.152747503,1,6,1,1,8.352500000000001
1,0.04863624160065086,9,1,2,0.015186146,1,9,2,0,0.0
1,-0.39901912721396515,1,2,0,0.008554052,0,8,2,0,0.0
2,0.18429287216343526,3,1,0,0.085296625,1,3,1,1,15.36
1,-1.4588081731029874,8,0,2,0.027047774,0,11,2,0,0.0
2,0.8071135620929835,3,1,0,0.043964058,0,7,0,1,23.25
1,-0.9148385792183488,8,0,2,0.090295708,1,9,2,0,0.0
1,-0.3676296244652901,1,2,0,0.11687203366666665,1,13,1,0,58.6625
1,0.6478956177310713,8,0,2,0.044414056,1,6,1,0,10.9525
1,0.11570668074599604,9,1,2,0.025205909,1,3,1,0,13.76
1,-0.005684610395248053,9,1,2,0.034753686,1,3,1,0,15.4
1,-1.7244389621030067,2,0,1,0.076164013,0,8,2,1,0.0
3,0.42808595596065296,5,1,0,0.080249973,1,9,2,0,0.0
1,-0.7907547492308957,7,0,1,0.020823289,1,3,1,1,5.816
1,-1.7164444880940737,1,2,0,0.062235983,0,15,1,0,10.935
3,-1.2155203400631345,5,1,0,0.079243005,0,10,1,0,11.18975
1,0.15770005382012028,1,2,0,0.086708987,0,7,0,0,22.200000000000003
1,-1.7105957309091382,8,0,2,0.038925251,0,14,0,0,4.59
1,-0.8791576428216784,1,2,0,0.125675936,1,6,1,0,9.165000000000001
0,0.3717025296704495,0,0,0,0.025834128,1,9,2,0,0.0
2,-1.2144682672835587,3,1,0,0.070588037,1,13,1,1,61.75
1,-1.019105707032458,8,0,2,0.116913245,1,5,1,0,7.8
2,0.9028809651407952,3,1,0,0.020782036,0,1,1,1,31.25
0,1.6720452984882694,0,0,0,0.074753743,1,9,2,0,0.0
0,-0.9238851260068575,0,0,0,0.088257771,1,3,1,0,7.18
2,-1.651983445265244,3,1,0,0.045878153,1,13,1,1,47.975
1,0.7858226789123927,6,0,1,0.052492122,1,9,2,1,0.0
1,1.738063664854039,1,2,0,0.016009057,1,4,1,0,4.2780000000000005
3,-1.3337138416008056,5,1,0,0.054114924,1,3,1,0,12.0
3,-0.9594829198738348,5,1,0,0.065860323,0,15,1,0,9.450000000000001
1,-0.7194760189672479,2,0,1,0.047533568,1,13,1,1,81.9375
1,-0.5980847278260039,6,0,1,0.058121214,0,8,2,1,0.0
1,1.4138621614749725,2,0,1,0.021497594,0,2,1,1,28.21
1,-1.546117422649348,8,0,2,0.013841737,0,14,0,0,4.998
1,0.4121385792076332,2,0,1,0.081916124,0,1,1,1,49.625
3,-1.5764548526184474,5,1,0,0.034203092,0,0,1,0,28.0
1,1.379821691144935,8,0,2,0.09504806000000002,0,1,1,0,12.5875
1,1.7551046856514814,7,0,1,0.021468792,1,9,2,1,0.0
1,-1.5652210177410946,2,0,1,0.067083367,1,13,1,1,36.31375
1,1.7832548275317364,9,1,2,0.0343603,1,6,1,0,10.465000000000002
3,0.4999530795113582,5,1,0,0.03292824,0,10,1,0,27.6705
1,-0.5571018562666089,8,0,2,0.128090139,1,13,1,0,90.25
1,0.2519517045958384,1,2,0,0.039215075,0,2,1,0,70.7
1,1.4862761070478887,1,2,0,0.14781046,1,9,2,0,0.0
1,-0.5215040623996314,6,0,1,0.126359196,1,3,1,1,8.156
1,0.20831786545508113,8,0,2,0.03321399,1,4,0,0,8.441
2,0.4637668923573231,3,1,0,0.080131363,1,9,2,1,0.0
1,-0.8131392764559086,6,0,1,0.036383293,1,13,1,1,80.03750000000001
1,0.5254938250750977,6,0,1,0.060654268,0,2,1,1,37.432500000000005
1,-1.4875051370054537,9,1,2,0.080417724,1,9,2,0,0.0
2,-1.534336765749784,3,1,0,0.122221269,1,13,1,1,61.0375
1,0.7645317957318017,8,0,2,0.041865848,0,8,2,0,0.0
1,1.7774060703468009,6,0,1,0.186032678,1,9,2,1,0.0
3,0.49460957308378717,5,1,0,0.122058364,0,7,0,0,11.525
1,0.6904773840922526,9,1,2,0.047964395,1,13,1,0,88.35000000000001
1,-0.3399431620775529,6,0,1,0.08264165216666668,0,8,2,1,0.0
1,1.6454524801449546,6,0,1,0.040043608833333334,1,13,1,1,45.6
1,-0.48897934434168794,9,1,2,0.029735965,1,6,1,0,5.70375
1,-0.34633874128469944,7,0,1,0.025916883,0,15,1,1,10.935
2,0.5015935455779912,3,1,0,0.031663212,0,0,1,1,17.639999999999997
1,-0.453339979209864,1,2,0,0.032882271,1,13,1,0,40.99250000000001
1,-1.4997910446623823,7,0,1,0.016630303,1,6,1,1,11.505
2,0.7293561100924962,3,1,0,0.094300933,1,5,1,1,9.6
1,0.25990460733992504,2,0,1,0.093191195,1,9,2,1,0.0
1,0.1093111015388499,7,0,1,0.073852383,1,5,1,1,9.25
1,0.7320070776738583,7,0,1,0.041753387,0,7,0,1,45.875
1,-0.48367740917896357,1,2,0,0.079624087,1,13,1,0,80.03750000000001
3,-0.5236082079587827,5,1,0,0.182407266,1,4,1,0,8.395
1,-0.4985727131524076,7,0,1,0.074778547,1,4,1,1,9.246
1,-1.6402859308953732,8,0,2,0.098993139,1,5,1,0,6.425
1,-0.5810852782934083,9,1,2,0.112097433,1,5,1,0,9.5
1,-0.46718321040373256,7,0,1,0.079132212,0,14,0,1,3.12885
1,-0.2803203749189296,6,0,1,0.035143024,1,9,2,1,0.0
1,0.694768817740248,2,0,1,0.021695674,0,12,1,1,15.136800000000001
1,-0.3255946801263198,9,1,2,0.012673238,1,9,2,0,0.0
1,-1.364598093592116,7,0,1,0.052418124,1,5,1,1,3.68
0,0.8576898024630979,4,0,2,0.028207784,1,9,2,0,0.0
1,1.5804861865587605,1,2,0,0.022921735,0,0,1,0,28.349999999999998
0,0.02574646361827347,4,0,2,0.094957079,1,13,1,0,86.6875
2,-0.4256535168221268,3,1,0,0.058369013,1,13,1,1,34.36625
1,-0.006736683174823586,8,0,2,0.046808553,1,3,1,0,13.680000000000001
1,-0.8083841633153952,6,0,1,0.031397503,0,0,1,1,11.472999999999999
1,-1.7137935205127115,9,1,2,0.143506376,1,9,2,0,0.0
0,0.9055735039870038,4,0,2,0.127660257,1,5,1,0,6.825
1,1.9152499889984294,8,0,2,0.118674359,1,9,2,0,0.0
0,-1.0942121914515832,4,0,2,0.124299531,1,9,2,0,0.0
3,-1.3965344183630022,5,1,0,0.068754395,0,2,1,0,31.5
1,0.15770005382012028,2,0,1,0.063684145,0,2,1,1,72.625
1,-0.6571606929624161,6,0,1,0.098395216,0,10,1,1,15.444
1,1.8151911523026225,8,0,2,0.077319079,1,6,1,0,3.7830000000000004
1,1.1967034672859163,6,0,1,0.02498633,1,6,1,1,6.825
1,0.5877675798150832,1,2,0,0.045166237,1,5,1,0,7.85
1,-0.6279169070377386,6,0,1,0.0945493,0,2,1,1,27.6325
1,-0.6300626238617364,2,0,1,0.104058452,1,3,1,1,12.96
1,0.5739659198860609,2,0,1,0.04307908,1,4,1,1,9.522
2,0.2407594409833317,3,1,0,0.105282932,1,13,1,1,79.5625
1,-0.030214854444258445,1,2,0,0.013485235,1,13,1,0,49.875
2,1.957873326624458,3,1,0,0.137368051,1,4,1,1,5.0117
1,0.34506814006228753,1,2,0,0.120396991,1,9,2,0,0.0
1,0.14120585504488947,9,1,2,0.039306822,1,9,2,0,0.0
1,-0.5880276795227659,9,1,2,0.085085743,0,0,1,0,13.44
1,0.7953744764582659,1,2,0,0.0824812,1,4,1,0,4.968000000000001
1,0.5345403718636064,7,0,1,0.106933748,1,6,1,1,6.370000000000001
1,-0.23618128502080804,1,2,0,0.09079168,0,7,0,0,47.125
0,-0.8802512868661004,4,0,2,0.0708009757993644,1,13,1,0,31.682499999999994
1,-0.32349053456716853,6,0,1,0.009620042,1,4,1,1,5.0117
1,-1.6434837204989463,1,2,0,0.019356132,0,7,0,0,29.125
1,1.4948174030790329,9,1,2,0.077292302,0,14,0,0,9.945
3,-1.4257782042876794,5,1,0,0.097410707,1,3,1,0,6.800000000000001
1,-0.7897026764513202,8,0,2,0.069416467,1,9,2,0,0.0
0,-1.3513016844204584,0,0,0,0.180096791,0,14,0,0,8.0835
1,0.5600811174273462,7,0,1,0.070587419,0,7,0,1,24.2375
1,1.9791642098050484,2,0,1,0.140311123,1,3,1,1,13.600000000000001
1,-1.6248438048997178,7,0,1,0.032835147,1,9,2,1,0.0
3,-0.5944232587299124,5,1,0,0.150672399,1,3,1,0,5.6000000000000005
1,-0.23134302935060172,8,0,2,0.038736781,0,7,0,0,49.25
1,1.347338544351838,1,2,0,0.103363904,1,6,1,0,12.35
0,-0.9600297418960458,4,0,2,0.0085548606,0,0,1,0,25.2
1,-0.3553852880732081,8,0,2,0.047257328,1,13,1,0,83.60000000000001
1,-0.6023345902091527,7,0,1,0.01433033,1,9,2,1,0.0
1,-0.8365758764604969,1,2,0,0.020587886,1,6,1,0,13.325000000000001
2,1.180250839775532,3,1,0,0.08511049,1,3,1,1,12.240000000000002
1,0.3381257388329304,2,0,1,0.006012413,1,9,2,1,0.0
1,-0.44694440000271746,9,1,2,0.076878416,1,13,1,0,91.91250000000001
1,0.5941631590222298,2,0,1,0.15021128,1,13,1,1,63.4125
1,1.9487852085711028,9,1,2,0.1627111056,1,4,1,0,6.348000000000001
1,0.6298440954189,2,0,1,0.034166609,1,3,1,1,9.600000000000001
0,-1.5753612085740252,0,0,0,0.0307294678,0,7,0,0,39.25
1,-1.6099900721911202,1,2,0,0.041947547,0,10,1,0,9.70255
1,0.2620087528990761,6,0,1,0.027341529,1,3,1,1,15.600000000000001
1,-1.417320050786228,9,1,2,0.061270647,0,14,0,0,6.171
1,0.5569248990886192,9,1,2,0.010008699,1,9,2,0,0.0
1,-1.654170733354088,9,1,2,0.037953762,0,8,2,0,0.0
1,-0.40381581161932517,9,1,2,0.076975118,1,9,2,0,0.0
1,-1.3022827675872841,6,0,1,0.058105769,1,13,1,1,58.425000000000004
1,0.2119793345511727,2,0,1,0.039469737,0,2,1,1,70.7
1,-1.5328210134776905,1,2,0,0.041536962,1,5,1,0,9.8
1,-0.935541069111882,2,0,1,0.0413383,1,3,1,1,5.5840000000000005
1,1.9403270550696516,1,2,0,0.063810405,0,1,1,0,36.25
1,1.532602485034854,9,1,2,0.018934719,0,8,2,0,0.0
1,0.031048398780998063,2,0,1,0.120961347,0,11,2,1,0.0
2,0.3839468660625312,3,1,0,0.006725388,1,9,2,1,0.0
1,0.2455561253886918,7,0,1,0.06390019,1,5,1,1,3.78
1,1.9871586838139814,1,2,0,0.124402507,1,3,1,0,5.172000000000001
3,-1.3161259987811524,5,1,0,0.053038775,1,5,1,0,5.3475
1,-1.2171192348649211,8,0,2,0.111220521,0,1,1,0,23.25
1,0.31203817124697947,7,0,1,0.015908485,1,13,1,1,37.73875
0,1.8620227810469532,0,0,0,0.086145867,1,13,1,0,45.6
1,-1.1032587382400918,7,0,1,0.011448629,1,13,1,1,50.80125
2,1.5815798306031823,3,1,0,0.144604071,1,4,1,1,5.336
0,-0.8125924544336975,4,0,2,0.133198355,0,0,1,0,21.139999999999997
1,-0.42935655718306465,1,2,0,0.055382616,1,9,2,0,0.0
1,-0.5475500587207357,7,0,1,0.07821891,0,10,1,1,13.14885
1,-1.6141983633094223,2,0,1,0.038109194,0,8,2,1,0.0
0,1.0375270941888506,4,0,2,0.046124444,1,5,1,0,4.4475
0,0.8794859364010532,0,0,0,0.014719325,1,9,2,0,0.0
1,-0.376129349231588,2,0,1,0.010497273,1,3,1,1,5.140000000000001
0,-0.5731323755493216,4,0,2,0.0708009757993644,0,0,1,0,28.7
1,-1.7164029168292272,7,0,1,0.051766042,0,1,1,1,25.4875
1,-1.6418848256971599,9,1,2,0.041459804,1,6,1,0,6.825
1,0.2822891345649374,1,2,0,0.092589917,1,9,2,0,0.0
1,-0.43204909602927344,9,1,2,0.058222587,1,13,1,0,34.36625
1,0.5297436874582467,8,0,2,0.036910398,0,10,1,0,9.5667
1,-0.5033693975577677,2,0,1,0.03126980766666667,1,6,1,1,6.175
0,1.4378040122369253,4,0,2,0.0708009757993644,1,4,1,0,6.256
3,-1.4854009914463027,5,1,0,0.034938717,1,9,2,0,0.0
1,-1.5481799969436527,1,2,0,0.047857804,0,8,2,0,0.0
3,0.6980081786086676,5,1,0,0.009950343,0,10,1,0,30.3875
1,1.105144355356407,8,0,2,0.017719277,0,8,2,0,0.0
1,-0.5789395614694107,1,2,0,0.016006626,1,9,2,0,0.0
0,-1.2591541792038916,0,0,0,0.031685529,1,6,1,0,10.205
3,-0.5273112483197205,5,1,0,0.013199737,1,3,1,0,11.040000000000001
1,-0.015824801228178722,2,0,1,0.030969274,0,14,0,1,7.0635
1,-1.557268114997008,2,0,1,0.071538243,0,8,2,1,0.0
1,-1.678112584116041,2,0,1,0.110653377,1,5,1,1,7.925
1,-0.7636566801302159,7,0,1,0.116484721,1,6,1,1,5.59975
2,-1.7089968361073515,3,1,0,0.08165845,0,11,2,1,0.0
1,1.4590948954175158,1,2,0,0.069529262,0,10,1,0,16.29485
1,1.460735361484149,7,0,1,0.108412059,1,6,1,1,8.352500000000001
1,-0.43099702324969763,7,0,1,0.02299122,1,6,1,1,8.32
1,0.3355163425164143,1,2,0,0.012264903,1,6,1,0,11.8625
3,0.8507058299688938,5,1,0,0.172641213,1,13,1,0,71.725
0,0.35146371926943415,0,0,0,0.066831682,0,14,0,0,9.868500000000001
1,-0.8631686948038122,6,0,1,0.027699863,0,14,0,1,3.2028000000000003
2,-0.25318073455340334,3,1,0,0.171779865,1,13,1,1,54.625
1,-1.0154442379363668,1,2,0,0.028958563,1,6,1,0,4.394
1,-0.48317215842159883,9,1,2,0.070890602,0,14,0,0,2.3409
3,-1.4486679822700566,5,1,0,0.080695806,1,13,1,0,61.393750000000004
1,-1.322521577988299,8,0,2,0.054378253,1,3,1,0,12.0
2,-0.36392658410435225,3,1,0,0.112681821,1,3,1,1,10.0
3,0.5196866391550086,5,1,0,0.014788594,0,15,1,0,10.35
3,-1.6722222556662591,5,1,0,0.038736754,0,14,0,0,4.59
1,-1.3199121816717834,2,0,1,0.077892365,0,8,2,1,0.0
1,1.588985911325058,7,0,1,0.148821808,1,6,1,1,4.85875
1,0.18643858898743282,8,0,2,0.060427062,1,5,1,0,7.0
1,0.7261583204889231,8,0,2,0.018571641,1,3,1,0,11.88
1,0.5302905094804578,2,0,1,0.03623131,1,5,1,1,5.55
0,-1.4630164642212897,0,0,0,0.062762374,0,0,1,0,9.52
1,-0.6044803070331501,6,0,1,0.009057132,1,3,1,1,7.18
1,-1.6120526464854248,1,2,0,0.012707362,0,10,1,0,9.0376
1,0.7309965761591292,7,0,1,0.067639698,0,0,1,1,24.849999999999998
1,0.6719206110227172,2,0,1,0.054171606,1,6,1,1,5.7525
1,0.2732010165115823,8,0,2,0.0273467,1,3,1,0,15.600000000000001
1,0.24071786971848524,6,0,1,0.031219108,0,12,1,1,21.2058
1,-0.5976210483334855,9,1,2,0.099274694,1,13,1,0,44.62625
1,-0.8956102703320628,7,0,1,0.056500895,0,1,1,1,24.5
2,-0.012080189602394648,3,1,0,0.034841089,1,3,1,1,15.4
1,0.10501966789085437,1,2,0,0.081096635,1,6,1,0,4.563
1,-0.9041515663632068,1,2,0,0.054162439,0,1,1,0,42.75
1,1.59643356331178,8,0,2,0.167155198,0,14,0,0,5.151
1,-0.31654813333781096,9,1,2,0.104840884,1,5,1,0,9.35
2,-0.7759010165222981,3,1,0,0.023548476,1,6,1,1,13.39
1,0.20352118104972108,1,2,0,0.02312394,0,11,2,0,0.0
1,0.8422061052025962,2,0,1,0.146692433,1,4,1,1,4.6897
1,0.24290515780732927,8,0,2,0.172759093,1,13,1,0,76.0
1,-1.4822032018427294,1,2,0,0.082197959,0,0,1,0,27.09
1,-0.23778017982259456,9,1,2,0.027028323,1,9,2,0,0.0
3,-0.25057133823688776,5,1,0,0.090427268,0,7,0,0,47.125
1,-0.20214081469077091,7,0,1,0.017678008,0,8,2,1,0.0
1,-0.34743238532912146,6,0,1,0.036133463,1,6,1,1,13.325000000000001
1,1.8301280275409137,7,0,1,0.030990354,1,4,1,1,9.361
1,-0.6678061345527113,2,0,1,0.018955479,0,8,2,1,0.0
1,0.7591467180393847,7,0,1,0.023625114,0,14,0,1,8.211
1,0.1284146966305963,8,0,2,0.057421582,0,10,1,0,16.874
3,-1.6248438048997178,5,1,0,0.024733134,0,14,0,0,8.5425
1,1.5741321786164602,7,0,1,0.052174319,0,14,0,1,5.508000000000001
0,0.12740419511586723,4,0,2,0.086352403,1,6,1,0,11.83
0,0.16194991620326887,4,0,2,0.058153409,1,4,0,0,8.441
1,-0.7652555749320027,7,0,1,0.061188147,0,14,0,1,3.8913
3,-1.5902565125474695,5,1,0,0.024213354,1,9,2,0,0.0
1,-0.7429126189718362,6,0,1,0.024944396,1,6,1,1,10.465000000000002
1,0.7405899449698489,8,0,2,0.065783783,0,0,1,0,8.449
1,-0.45763141285785935,9,1,2,0.174644552,1,6,1,0,11.505
3,-1.6823208752343437,5,1,0,0.054723717,0,8,2,0,0.0
1,1.7870410104223675,9,1,2,0.074460855,1,13,1,0,45.125
2,0.8459091455635342,3,1,0,0.027190917,0,10,1,1,27.5275
0,0.08427560673247451,4,0,2,0.114127418,1,4,1,0,7.406000000000001
0,0.4238776648423504,4,0,2,0.132327406,1,4,1,0,6.026
1,0.2726541944893713,6,0,1,0.117462619,1,13,1,1,43.67625
1,-0.3862279687996722,1,2,0,0.031918284,1,3,1,0,6.1240000000000006
1,0.42118512599614183,7,0,1,0.157149885,0,2,1,1,40.6
2,0.2535505993976249,3,1,0,0.137786856,1,13,1,1,61.0375
1,1.1908131388361343,6,0,1,0.021203509,1,3,1,1,12.16
1,-0.37562409847422323,1,2,0,0.052025392,1,13,1,0,87.875
3,-0.031813749246044985,5,1,0,0.032463574,0,8,2,0,0.0
1,0.09757201590413224,7,0,1,0.033968647,1,13,1,1,30.78
1,-1.6349424244678024,2,0,1,0.072252888,0,7,0,1,20.9125
1,1.9269475033683006,9,1,2,0.059940022,0,8,2,0,0.0
1,1.070598634269005,8,0,2,0.073827748,1,3,1,0,13.200000000000001
2,0.6510934073346444,3,1,0,0.015623754,1,6,1,1,11.375
1,0.490401281965485,2,0,1,0.031713126,0,0,1,1,17.639999999999997
1,-0.011533367580183647,1,2,0,0.0467696,1,3,1,0,13.680000000000001
0,-0.3516406764474238,0,0,0,0.035607579,0,0,1,0,18.62
2,-1.3832380091913443,3,1,0,0.097457483,1,4,0,1,6.348000000000001
1,0.052844532718952994,8,0,2,0.014555066,0,14,0,0,2.9478
1,0.428632777982864,7,0,1,0.060022526,0,0,1,1,28.0
1,-0.3937171920512408,9,1,2,0.039624006,0,10,1,0,29.8155
1,-1.2166139841075565,8,0,2,0.029560451,0,0,1,0,9.394
1,0.5505293198814726,1,2,0,0.029140008,1,3,1,0,7.756
1,-0.7178771241654613,7,0,1,0.022612742,1,5,1,1,3.5375
1,0.6734779345596572,2,0,1,0.117201696,1,13,1,1,84.075
3,0.20188071498308807,5,1,0,0.150122794,0,10,1,0,8.3798
2,0.4632200703351121,3,1,0,0.166032929,1,6,1,1,8.547500000000001
1,-0.5310558599455049,1,2,0,0.049547993,1,5,1,0,6.8
1,-0.16805877309588688,9,1,2,0.021010687,0,8,2,0,0.0
0,-1.4768596954151585,4,0,2,0.084404264,1,4,1,0,4.83
2,-1.4971400770810201,3,1,0,0.019278216,0,14,0,1,3.0192
0,-1.620593942516569,4,0,2,0.05486977,0,11,2,0,0.0
3,-1.541867560266199,5,1,0,0.017466284,0,10,1,0,22.88
1,-0.7083253266195879,1,2,0,0.023820082,1,4,0,0,8.625
3,0.6373333186704686,5,1,0,0.065577449,1,13,1,0,72.4375
2,-1.6386870360935863,3,1,0,0.043410693,0,15,1,1,14.265
1,-0.2175413694215797,9,1,2,0.141108156,0,1,1,0,11.587499999999999
2,-0.25642009542182315,3,1,0,0.051702257,1,5,1,1,10.0
2,0.7575478232375982,3,1,0,0.111122936,1,6,1,1,7.215
1,1.4042687926642523,9,1,2,0.021409913,0,2,1,0,28.21
1,0.1646424550494779,2,0,1,0.050786366,1,3,1,1,7.2
0,-0.3138555944916024,4,0,2,0.015664229,0,10,1,0,15.729999999999999
1,-1.3901388391558556,9,1,2,0.170663661,0,7,0,0,36.625
1,1.7928897676073026,9,1,2,0.152364317,1,6,1,0,8.352500000000001
1,-0.16271526666831626,6,0,1,0.012260981,1,13,1,1,71.9625
1,-1.3805870416099824,8,0,2,0.0127517,1,13,1,0,64.8375
2,-0.651900329064538,3,1,0,0.094952408,0,2,1,1,27.6325
1,1.1280757046036305,2,0,1,0.016943371,1,6,1,1,4.32575
1,-0.7328139994037521,7,0,1,0.026903714,1,9,2,1,0.0
1,0.0847808574898395,7,0,1,0.026046138,1,5,1,1,7.55
0,-1.0867229682000146,0,0,0,0.097805615,0,7,0,0,27.0
2,1.9136510941966431,3,1,0,0.019590769,1,4,1,1,6.831
0,0.6793266917445928,0,0,0,0.189689886,0,14,0,0,6.018000000000001
1,-0.5230613859365717,1,2,0,0.041703666,1,5,1,0,9.85
1,-0.8562678648393011,8,0,2,0.114472403,0,0,1,0,7.594999999999999
3,-0.2164477253771577,5,1,0,0.039078047,1,9,2,0,0.0
1,0.8049262740041395,8,0,2,0.112410046,1,6,1,0,13.325000000000001
1,1.0551565082733498,6,0,1,0.008734284,0,10,1,1,22.450999999999997
1,1.464438401845087,2,0,1,0.077608838,0,14,0,1,9.945
1,0.1369559926617404,1,2,0,0.027756137,0,0,1,0,21.21
1,0.047542597556228854,9,1,2,0.107223632,1,6,1,0,3.549
1,-0.5310142886806584,8,0,2,0.042211119,1,9,2,0,0.0
1,-0.5964858330242171,6,0,1,0.068112874,1,3,1,1,13.200000000000001
1,-1.304933735168646,2,0,1,0.054685839,1,3,1,1,12.0
2,-0.43204909602927344,3,1,0,0.013091186,1,6,1,1,8.8725
1,1.953581892976462,6,0,1,0.005234153,1,4,1,1,9.131
1,-1.2197702024462833,7,0,1,0.049178998,0,14,0,1,7.65
1,-0.23243667339502375,7,0,1,0.095989602,1,5,1,1,2.9925
1,-0.7716095828743028,1,2,0,0.031377308,0,0,1,0,11.472999999999999
2,-0.4022169168175384,3,1,0,0.06407717,1,6,1,1,6.370000000000001
2,0.7527927100970846,3,1,0,0.0258457,1,13,1,1,35.245
1,0.7905777920529062,7,0,1,0.089163056,1,9,2,1,0.0
1,0.5383265547542373,7,0,1,0.122475364,1,6,1,1,10.790000000000001
1,1.9147447382410652,2,0,1,0.089975294,1,4,1,1,9.361
0,1.1525643773877945,0,0,0,0.0708009757993644,1,6,1,0,5.265
1,-1.395987596340791,9,1,2,0.101932076,1,4,1,0,8.855
1,0.6175581877619718,6,0,1,0.066770664,1,5,1,1,4.65
3,-1.667467142525746,5,1,0,0.043025208,0,15,1,0,14.265
0,-1.304933735168646,0,0,0,0.091018048,1,3,1,0,12.0
1,-1.6333435296660157,1,2,0,0.0530568154,1,5,1,0,3.3175
2,-0.27716415658020277,3,1,0,0.094037241,1,13,1,1,56.050000000000004
0,1.8955580006196258,0,0,0,0.106894492,0,1,1,0,36.25
1,-0.5134680171258519,6,0,1,0.084949955,1,13,1,1,33.4875
1,-1.6796699076529813,9,1,2,0.070356805,0,7,0,0,20.025
1,0.633547135779838,7,0,1,0.053976156,1,6,1,1,5.7525
1,1.1423826152900174,8,0,2,0.082011521,1,5,1,0,4.5
0,0.32912076330926776,0,0,0,0.153127523,1,9,2,0,0.0
2,-0.022220380435325315,3,1,0,0.032754431,0,8,2,1,0.0
1,-1.6546344128466064,9,1,2,0.161740582,1,6,1,0,11.83
2,1.4303979315150497,3,1,0,0.072965144,1,9,2,1,0.0
2,-1.4816563798205185,3,1,0,0.041740902,1,5,1,1,9.8
1,0.21416662264001673,7,0,1,0.111666665,1,13,1,1,38.095
3,0.28064866849830444,5,1,0,0.116915909,1,13,1,0,43.67625
3,0.01880406238891587,5,1,0,0.093010026,0,0,1,0,20.79
1,-1.3571504416053939,6,0,1,0.026676216,1,3,1,1,9.88
1,-0.901542170046691,1,2,0,0.027682047,0,14,0,0,3.2028000000000003
1,0.5521282146832596,7,0,1,0.010013429,1,9,2,1,0.0
1,-0.014772728448603186,2,0,1,0.093991286,0,0,1,1,20.79
1,0.8613512715591894,6,0,1,0.117308165,1,3,1,1,3.9240000000000004
1,-0.20104717064634892,1,2,0,0.028838938,0,8,2,0,0.0
1,-0.9393272520025127,2,0,1,0.064376263,1,5,1,1,4.5975
1,0.1662413498512644,7,0,1,0.051952573,1,9,2,1,0.0
3,1.4367519394573494,5,1,0,0.059776237,1,9,2,0,0.0
1,-1.4880519590276649,2,0,1,0.041806702,1,5,1,1,9.8
1,1.9455874189675288,2,0,1,0.14215211,1,4,1,1,6.348000000000001
1,-0.3431409516811262,6,0,1,0.12770295,1,4,1,1,4.919700000000001
1,0.19127684465763933,6,0,1,0.086764795,0,7,0,1,22.200000000000003
0,-0.9541809847111105,0,0,0,0.132111921,1,5,1,0,5.8
1,-1.5349251590368416,6,0,1,0.120520818,1,6,1,1,4.134
1,0.7804791724848216,2,0,1,0.040069806,1,6,1,1,5.437250000000001
1,1.7800570379281633,6,0,1,0.034300475,1,6,1,1,10.465000000000002
1,-0.9078961779889911,6,0,1,0.035186271,0,8,2,1,0.0
1,0.9002715688242796,6,0,1,0.090562192,1,9,2,1,0.0
1,0.5979077706480139,9,1,2,0.091410169,1,3,1,0,15.600000000000001
1,0.5249470030528867,2,0,1,0.092049843,0,1,1,1,39.625
2,0.18807905505406627,3,1,0,0.046824729,0,10,1,1,25.5255
0,-0.14777839143002552,0,0,0,0.029529474,0,8,2,0,0.0
1,1.5900379841046335,7,0,1,0.014394261,1,6,1,1,4.7775
1,-0.682743009791002,6,0,1,0.125154452,1,5,1,1,3.1625
0,-1.395987596340791,4,0,2,0.162856593,1,9,2,0,0.0
0,0.6772225461854413,4,0,2,0.160936178,0,11,2,0,0.0
1,0.8826837260046263,9,1,2,0.012477512,0,10,1,0,14.57885
0,0.5617215834939793,0,0,0,0.121180705,0,2,1,0,31.1325
1,-0.44374661039914437,7,0,1,0.172946916,1,6,1,1,10.14
2,1.210546698479785,3,1,0,0.05884327633333333,0,1,1,1,33.375
0,-0.7194344477024014,0,0,0,0.091310237,0,10,1,0,16.159
2,-0.6646499162139845,3,1,0,0.055162827,0,8,2,1,0.0
1,0.29503872171438417,2,0,1,0.03127929,1,6,1,1,3.93575
0,0.28649742568324005,4,0,2,0.134564284,1,13,1,0,88.35000000000001
0,-1.251242847724651,4,0,2,0.123089128,1,13,1,0,61.75
1,0.18063140306734413,8,0,2,0.055990291,0,8,2,0,0.0
1,-0.014225906426392185,1,2,0,0.03625493,1,6,1,0,6.24
1,0.317423248939397,8,0,2,0.108710162,1,13,1,0,98.5625
1,1.2946165871577255,9,1,2,0.097770004,0,15,1,0,18.765
1,0.8725435351716957,8,0,2,0.06893834,1,6,1,0,5.824000000000001
1,-1.6914089932876988,1,2,0,0.038892859,0,14,0,0,4.59
2,0.7325954709609157,3,1,0,0.066051758,0,0,1,1,8.449
1,-1.2889863584156263,8,0,2,0.046584552,0,7,0,0,25.25
2,1.4522356367178513,3,1,0,0.02380654,0,2,1,1,28.21
1,1.6517649168224082,7,0,1,0.05650021325,0,0,1,1,15.82
1,1.2222442128496558,7,0,1,0.135416391,1,13,1,1,52.725
1,0.7346580452552208,1,2,0,0.058778429,1,6,1,0,6.695
3,-1.681815624476979,5,1,0,0.013951504,1,5,1,0,7.675
1,0.6952740684976126,1,2,0,0.129889831,1,6,1,0,6.30175
